asin,predicted_tags
B0B5VXSQ1J,"['cardgame', 'kid-friendly', 'strategic']"
B0CTKR7JSK,"['cardgame', 'kid-friendly', 'strategic']"
B0D9KRWJWH,"['cardgame', 'party', 'strategic']"
B0CRYJW9Y8,"['board', 'cardgame', 'strategic']"
B07F454YF3,"['cardgame', 'party', 'strategic']"
B07F454YF3,"['cardgame', 'party', 'strategic']"
B0DBB782TS,"['cardgame', 'kid-friendly', 'strategic']"
B075B1XG1N,"['board', 'cardgame', 'rpg']"
B002SRSN70,"['cardgame', 'party', 'strategic']"
B00004YO0Y,"['contest', 'dice', 'kid-friendly']"
B0CNQ84PX4,"['cardgame', 'humor', 'party']"
B0DB2VDYWJ,"['cardgame', 'party', 'strategic']"
B0CDCF1G9N,"['board', 'cardgame', 'rpg']"
B07KLWPHFF,"['board', 'cardgame', 'strategic']"
B0CWVMNNFV,"['cardgame', 'kid-friendly', 'strategic']"
B0CTD1K8SF,"['cardgame', 'humor', 'party']"
B0DPKMJ99H,"['cardgame', 'party', 'strategic']"
B0BXBJ3R5R,"['cardgame', 'rpg', 'strategic']"
1988943175,"['board', 'cardgame', 'rpg']"
B09J1W44KN,"['cardgame', 'humor', 'party']"
B0CKX86HMS,"['board', 'cardgame', 'strategic']"
B0851WWMWV,"['cardgame', 'miniatures', 'rpg']"
B07G4LWMF3,"['board', 'kid-friendly', 'strategic']"
B0BZQ83KYR,"['board', 'cardgame', 'sci-fi']"
B0DDQF74H3,"['board', 'sci-fi', 'strategic']"
B0B1DMNRY3,"['party', 'sci-fi', 'strategic']"
B079TCL3J4,"['board', 'kid-friendly', 'strategic']"
B07Y94Y3JL,"['cardgame', 'kid-friendly', 'strategic']"
B001P06GXY,"['board', 'cardgame', 'strategic']"
B001P06GX4,"['board', 'kid-friendly', 'strategic']"
B001P06GX4,"['board', 'kid-friendly', 'strategic']"
B0CPKG6RK8,"['board', 'cardgame', 'kid-friendly']"
B07Y98T14Q,"['cardgame', 'kid-friendly', 'strategic']"
B07STLTFHG,"['cardgame', 'kid-friendly', 'strategic']"
B075YYPTSM,"['board', 'cardgame', 'strategic']"
B08GLK316Z,"['board', 'cardgame', 'kid-friendly']"
B07P6MZPK3,"['cardgame', 'kid-friendly', 'strategic']"
B07P6MZPK3,"['cardgame', 'kid-friendly', 'strategic']"
B00004TZY8,"['cardgame', 'kid-friendly', 'strategic']"
B0CBT2N7N1,"['cardgame', 'kid-friendly', 'strategic']"
B00006YYY5,"['board', 'cardgame', 'strategic']"
B0000205X3,"['cardgame', 'kid-friendly', 'strategic']"
B087YGCH31,"['cardgame', 'humor', 'party']"
B007EA4UBY,"['board', 'contest', 'kid-friendly']"
B0DFDJCRR5,"['board', 'cardgame', 'strategic']"
B005PGA518,"['cardgame', 'party', 'strategic']"
B0BNJ1LFPG,"['cardgame', 'kid-friendly', 'strategic']"
B009TNOF9G,"['board', 'cardgame', 'strategic']"
B08NYLGBTX,"['board', 'cardgame', 'strategic']"
B088B8MJLF,"['cardgame', 'kid-friendly', 'rpg']"
B089TS16WM,"['board', 'cardgame', 'strategic']"
B0C382GMPC,"['board', 'cardgame', 'strategic']"
B0CYC1SVGS,"['cardgame', 'party', 'strategic']"
B0BGM11ZT1,"['cardgame', 'rpg', 'strategic']"
B0B7CR2RJW,"['board', 'cardgame', 'rpg']"
1912743930,"['board', 'cardgame', 'rpg']"
180281180X,"['board', 'cardgame', 'miniatures']"
1802810676,"['board', 'cardgame', 'rpg']"
1802814213,"['board', 'cardgame', 'rpg']"
180281079X,"['board', 'cardgame', 'strategic']"
1802810552,"['board', 'cardgame', 'rpg']"
B0CZVPLJFY,"['board', 'combinatorial', 'kid-friendly']"
B0001VVQ3I,"['board', 'cardgame', 'kid-friendly']"
B0789Q79V7,"['board', 'kid-friendly', 'strategic']"
B0D2JK8QFL,"['board', 'kid-friendly', 'resource-management']"
B0DN37BBGD,"['board', 'kid-friendly', 'resource-management']"
B0B5HLZ8T4,"['board', 'kid-friendly', 'resource-management']"
B0CS7VH7HM,"['board', 'kid-friendly', 'resource-management']"
B0CS7D2L4X,"['board', 'resource-management', 'strategic']"
B06XYLL66Y,"['board', 'kid-friendly', 'resource-management']"
B09D44P9HK,"['board', 'kid-friendly', 'resource-management']"
B0DB6GQ3W2,"['board', 'kid-friendly', 'resource-management']"
B0C5S343NP,"['board', 'resource-management', 'strategic']"
B000ITBYU8,"['board', 'kid-friendly', 'resource-management']"
B0CST87Z4J,"['board', 'kid-friendly', 'resource-management']"
1950568555,"['board', 'cardgame', 'rpg']"
1950568539,"['board', 'cardgame', 'rpg']"
B0D324NSNH,"['cardgame', 'cute', 'kid-friendly']"
B010XBCPSK,"['board', 'cardgame', 'strategic']"
B004U7JJWE,"['board', 'cardgame', 'rpg']"
B0D7J4ZYGP,"['cardgame', 'kid-friendly', 'strategic']"
B013TJ5P80,"['board', 'cardgame', 'horror']"
B013TJ5P80,"['board', 'cardgame', 'horror']"
B0DG412Q4G,"['cardgame', 'expansion', 'miniatures']"
B07L7HYWRW,"['board', 'cardgame', 'horror']"
B07L7HYWRW,"['board', 'cardgame', 'horror']"
B00BSD50TE,"['board', 'cardgame', 'rpg']"
B07BSP1KLV,"['cardgame', 'kid-friendly', 'strategic']"
B0C3DP8RPZ,"['cardgame', 'humor', 'party']"
B07T4VLDW3,"['cardgame', 'kid-friendly', 'strategic']"
B0CYCQDSZW,"['board', 'cardgame', 'strategic']"
B0CRHY1B5T,"['board', 'cardgame', 'kid-friendly']"
B0BL21B88R,"['cardgame', 'kid-friendly', 'strategic']"
B01CPQD4YK,"['cardgame', 'party', 'strategic']"
B0D33TXFWZ,"['board', 'kid-friendly', 'strategic']"
B00000DMFM,"['board', 'kid-friendly', 'puzzle']"
B0CVTK74GC,"['board', 'cardgame', 'strategic']"
B0CTJ3KZ7Z,"['cardgame', 'party', 'strategic']"
B08KPRLNFY,"['cardgame', 'resource-management', 'strategic']"
1574572156,"['board', 'cardgame', 'strategic']"
B0CLMM7QSS,"['cardgame', 'party', 'strategic']"
B0CFMY3SW2,"['cardgame', 'kid-friendly', 'strategic']"
B07C4F3KLF,"['cardgame', 'kid-friendly', 'strategic']"
B00A2HD40E,"['board', 'kid-friendly', 'strategic']"
B00A2HD40E,"['board', 'kid-friendly', 'strategic']"
B00134MJWE,"['board', 'kid-friendly', 'strategic']"
B0CBSHXBQG,"['cardgame', 'party', 'strategic']"
B00005JG3Y,"['board', 'kid-friendly', 'strategic']"
B00RCCAPPE,"['board', 'cardgame', 'strategic']"
B06XG88N1R,"['cardgame', 'party', 'strategic']"
B07CXZ9FLQ,"['cardgame', 'kid-friendly', 'strategic']"
B0788XV9JM,"['board', 'cardgame', 'strategic']"
3969280494,"['board', 'cardgame', 'rpg']"
B0D4SR7JLM,"['board', 'cardgame', 'rpg']"
B07146ZQPP,"['cardgame', 'kid-friendly', 'party']"
B0CC4PCQ25,"['cardgame', 'kid-friendly', 'party']"
B0CLZV9D8R,"['board', 'cardgame', 'strategic']"
B0BTZT7GFM,"['board', 'cardgame', 'strategic']"
B00000IV35,"['cardgame', 'combinatorial', 'kid-friendly']"
B08VFGZRR6,"['cardgame', 'combinatorial', 'kid-friendly']"
B083S1R2Z1,"['cardgame', 'kid-friendly', 'strategic']"
B0BGYCYKH9,"['board', 'cardgame', 'strategic']"
B08SV26WYK,"['board', 'kid-friendly', 'strategic']"
B0DZ2PMC2Y,"['cardgame', 'humor', 'party']"
B09LJVS68N,"['cardgame', 'humor', 'party']"
B0DLVCQ66M,"['cardgame', 'humor', 'party']"
B095JB411N,"['cardgame', 'party', 'strategic']"
B00I4J63WI,"['cardgame', 'kid-friendly', 'strategic']"
B00GPK8ISK,"['board', 'kid-friendly', 'strategic']"
B00GPK8ISK,"['board', 'kid-friendly', 'strategic']"
B000MMVQ3Q,"['cardgame', 'kid-friendly', 'strategic']"
B001FA22DC,"['board', 'kid-friendly', 'strategic']"
B00000DMBF,"['board', 'kid-friendly', 'strategic']"
B00000IZJB,"['board', 'combinatorial', 'kid-friendly']"
B08XZX553N,"['cardgame', 'humor', 'party']"
B0DG55CQH4,"['board', 'cardgame', 'strategic']"
B0CGT8K6VS,"['cardgame', 'humor', 'party']"
B00J57138C,"['cardgame', 'dice', 'kid-friendly']"
B01C3IMN2E,"['cardgame', 'kid-friendly', 'strategic']"
B07HFHJPB9,"['cardgame', 'kid-friendly', 'strategic']"
B09F9XMRG5,"['cardgame', 'party', 'strategic']"
B0CB87T8NG,"['cardgame', 'humor', 'party']"
B0CZ12JTS7,"['cardgame', 'kid-friendly', 'strategic']"
B096DP8FNN,"['horror', 'sci-fi', 'strategic']"
B096DP8FNN,"['horror', 'sci-fi', 'strategic']"
B07DLGD9K6,"['board', 'kid-friendly', 'strategic']"
B0CHDNC8ZJ,"['board', 'cardgame', 'strategic']"
B07QQHTD4Q,"['board', 'horror', 'strategic']"
B0D3FBC2R2,"['cardgame', 'kid-friendly', 'strategic']"
B00000J0JF,"['adventure', 'board', 'strategic']"
B00000J0JF,"['adventure', 'board', 'strategic']"
B0C1C1STN1,"['board', 'cardgame', 'strategic']"
B0BPML8599,"['board', 'cardgame', 'strategic']"
B08C1QBGQJ,"['cardgame', 'party', 'strategic']"
B07JQ5W878,"['cardgame', 'party', 'strategic']"
B08C1L81MT,"['cardgame', 'kid-friendly', 'strategic']"
B08C1KG66H,"['cardgame', 'kid-friendly', 'strategic']"
B09RYSBS3F,"['board', 'cardgame', 'strategic']"
B0D71PG5VG,"['cardgame', 'rpg', 'sci-fi']"
B08GR8SMJR,"['board', 'cardgame', 'strategic']"
B0CS7SMQ7P,"['cardgame', 'miniatures', 'strategic']"
B0CM4X4R7N,"['board', 'cardgame', 'strategic']"
1957311053,"['board', 'cardgame', 'rpg']"
195731107X,"['board', 'cardgame', 'rpg']"
195731138X,"['board', 'cardgame', 'rpg']"
B0CMY2775T,"['cardgame', 'miniatures', 'strategic']"
1957311576,"['cardgame', 'kid-friendly', 'strategic']"
B0BHFCL4L6,"['board', 'cardgame', 'sci-fi']"
B07KBFFM1M,"['cardgame', 'humor', 'party']"
B00NQQTZ5G,"['board', 'cardgame', 'kid-friendly']"
B0BXRXQ1M4,"['cardgame', 'kid-friendly', 'strategic']"
B0BWFLXQX6,"['cardgame', 'rpg', 'strategic']"
B0BXZ8B8B8,"['board', 'kid-friendly', 'strategic']"
B07NHYYM1T,"['board', 'cardgame', 'strategic']"
B07Q2K1Y33,"['classic', 'combinatorial', 'strategic']"
B07HHJ6FNR,"['cardgame', 'humor', 'party']"
B0CJVN842B,"['board', 'cardgame', 'strategic']"
B01KXPYVLU,"['cardgame', 'miniatures', 'strategic']"
B01MTG2QY2,"['cardgame', 'kid-friendly', 'strategic']"
B0DWTZ1313,"['board', 'cardgame', 'strategic']"
B0CHD8RCSJ,"['cardgame', 'humor', 'party']"
B008TT45XC,"['board', 'cardgame', 'strategic']"
B01JKD4HYC,"['cardgame', 'sci-fi', 'strategic']"
B0DHWFLZGD,"['cardgame', 'kid-friendly', 'strategic']"
B0072ZN4EA,"['board', 'cardgame', 'strategic']"
B00000IVAK,"['board', 'cardgame', 'strategic']"
B08NLKHQ3Q,"['board', 'cardgame', 'strategic']"
B0CMH4D26L,"['cardgame', 'humor', 'party']"
B00000IV34,"['cardgame', 'kid-friendly', 'strategic']"
B01MV4R07B,"['cardgame', 'kid-friendly', 'strategic']"
B07JM57JV7,"['cardgame', 'kid-friendly', 'strategic']"
B0D7NQT1Z4,"['cardgame', 'humor', 'party']"
B09V4J3184,"['cardgame', 'humor', 'party']"
B0B5V11312,"['cardgame', 'humor', 'party']"
B0DK3Y28DR,"['cardgame', 'party', 'strategic']"
B09NYD15ZH,"['cardgame', 'party', 'strategic']"
B08R2BPLSN,"['board', 'cardgame', 'strategic']"
B084GWHLGK,"['cardgame', 'miniatures', 'strategic']"
B0009XBY3A,"['board', 'cardgame', 'kid-friendly']"
B007I75792,"['board', 'cardgame', 'strategic']"
B0BCHHDM3J,"['board', 'cute', 'kid-friendly']"
B0DL8QJ7F2,"['board', 'cardgame', 'rpg']"
B0DGY24BCG,"['cardgame', 'party', 'strategic']"
B076HK9H7Z,"['classic', 'kid-friendly', 'strategic']"
B0BF57RNPC,"['board', 'kid-friendly', 'strategic']"
B07J3PG964,"['cardgame', 'rpg', 'sci-fi']"
B0CCW2YJK7,"['board', 'cardgame', 'strategic']"
B0CSYNG61C,"['board', 'kid-friendly', 'strategic']"
B0BRT572WH,"['cardgame', 'cute', 'strategic']"
B0BRYH5FJ8,"['board', 'cardgame', 'cute']"
B0CSYGN445,"['board', 'cardgame', 'strategic']"
B0CTQBNSFK,"['board', 'kid-friendly', 'strategic']"
B08FCQT33W,"['board', 'cardgame', 'strategic']"
B0CSY92HXS,"['board', 'strategic', 'tile-placement']"
B0CSYSMWKW,"['board', 'kid-friendly', 'strategic']"
B00IZEUFIA,"['cardgame', 'resource-management', 'strategic']"
B003BLQG8K,"['cardgame', 'kid-friendly', 'strategic']"
B07NRHKD64,"['board', 'cardgame', 'strategic']"
B07NRHKD64,"['board', 'cardgame', 'strategic']"
B09W7Q66WK,"['board', 'kid-friendly', 'strategic']"
B017MLIGP0,"['board', 'cardgame', 'strategic']"
B0CS6R45P9,"['cardgame', 'humor', 'party']"
B0BXXHM217,"['cardgame', 'humor', 'party']"
B0B3BZ7B79,"['cardgame', 'expansion', 'miniatures']"
B0BRBLYHFX,"['cardgame', 'humor', 'party']"
B07JCB7DH1,"['cardgame', 'humor', 'party']"
1556347308,"['cardgame', 'rpg', 'strategic']"
B00HHJ4210,"['board', 'cardgame', 'strategic']"
B08XZNGH9Y,"['cardgame', 'humor', 'party']"
B08XZNGH9Y,"['cardgame', 'humor', 'party']"
B07YQ641NQ,"['cardgame', 'kid-friendly', 'strategic']"
B07YQ641NQ,"['cardgame', 'kid-friendly', 'strategic']"
B0CJXNW71N,"['cardgame', 'miniatures', 'strategic']"
B0CJXNW71N,"['cardgame', 'miniatures', 'strategic']"
B08DG593LQ,"['cardgame', 'humor', 'party']"
B004101FHM,"['cardgame', 'humor', 'party']"
B08H52FSBG,"['cardgame', 'kid-friendly', 'strategic']"
B00QPHUS54,"['board', 'cardgame', 'strategic']"
B007GC7AJ4,"['board', 'cardgame', 'strategic']"
B09WRQ9PCH,"['board', 'expansion', 'strategic']"
B09QMF7M56,"['cardgame', 'cute', 'kid-friendly']"
B0DB2NJ6CL,"['cardgame', 'kid-friendly', 'party']"
B0DPLDTWW5,"['cardgame', 'party', 'strategic']"
B0DSKYVKVS,"['cardgame', 'humor', 'party']"
B07N8FN8R1,"['board', 'kid-friendly', 'strategic']"
B077Z1R28P,"['cardgame', 'kid-friendly', 'party']"
B07JZTBV9C,"['cardgame', 'humor', 'party']"
3969280672,"['cardgame', 'humor', 'party']"
B0B14F2GS5,"['board', 'cardgame', 'kid-friendly']"
B00V42YPKO,"['cardgame', 'party', 'strategic']"
B001SN8GF4,"['cardgame', 'kid-friendly', 'party']"
B07B7TTRDF,"['cardgame', 'kid-friendly', 'strategic']"
B084GP7X3P,"['board', 'cardgame', 'kid-friendly']"
B0CRHZC52H,"['cardgame', 'kid-friendly', 'strategic']"
B0BGLWLWMR,"['cardgame', 'humor', 'party']"
B000M0P2RE,"['board', 'cardgame', 'strategic']"
B08TX1GGSH,"['adventure', 'cardgame', 'strategic']"
B07JCDHLMT,"['cardgame', 'party', 'strategic']"
B0BHTQ6NM7,"['adventure', 'board', 'rpg']"
B0BHTKGN7F,"['cardgame', 'party', 'strategic']"
B07NDKPSB4,"['cardgame', 'kid-friendly', 'strategic']"
B08BHHRSPK,"['board', 'classic', 'kid-friendly']"
B08BHHRSPK,"['board', 'classic', 'kid-friendly']"
B07KCDBJTX,"['cardgame', 'cute', 'strategic']"
B08T52BDFJ,"['board', 'cardgame', 'strategic']"
B0B7CKFK7R,"['adventure', 'board', 'strategic']"
B084JMSBJT,"['adventure', 'cardgame', 'expansion']"
B0DNNG7JCP,"['board', 'cardgame', 'strategic']"
B08ZSK752P,"['board', 'cardgame', 'strategic']"
9189765478,"['board', 'cardgame', 'strategic']"
B07DGYX438,"['cardgame', 'kid-friendly', 'strategic']"
B009SAAV0C,"['board', 'cardgame', 'strategic']"
B09KN2KQBF,"['cardgame', 'kid-friendly', 'strategic']"
B09BC8M226,"['board', 'cardgame', 'strategic']"
B09BYBFMYL,"['cardgame', 'kid-friendly', 'strategic']"
B06XTS4LJY,"['cardgame', 'party', 'strategic']"
B0CR4G7CPD,"['board', 'cardgame', 'strategic']"
1507220421,"['cardgame', 'rpg', 'strategic']"
1507221851,"['board', 'cardgame', 'strategic']"
1507210930,"['board', 'cardgame', 'strategic']"
B0CFWWHZW6,"['cardgame', 'humor', 'miniatures']"
B0BW9XHCMY,"['board', 'cardgame', 'rpg']"
B08P16S3ZM,"['cardgame', 'humor', 'party']"
B08V15HLRD,"['cardgame', 'kid-friendly', 'strategic']"
B00000DMER,"['board', 'kid-friendly', 'strategic']"
B00IUAAK2A,"['board', 'cardgame', 'strategic']"
B01DY818JG,"['board', 'cardgame', 'kid-friendly']"
B0B2JZHQ2P,"['cardgame', 'party', 'strategic']"
975277324,"['board', 'cardgame', 'strategic']"
B000809OAO,"['board', 'kid-friendly', 'strategic']"
B01MQ4IKQJ,"['board', 'cardgame', 'kid-friendly']"
B01MQ4IKQJ,"['board', 'cardgame', 'kid-friendly']"
B0D65J7MZ6,"['cardgame', 'kid-friendly', 'strategic']"
B0BT25WVLN,"['board', 'cardgame', 'kid-friendly']"
B0CJ5R18NH,"['cardgame', 'humor', 'party']"
B07XJLKTLS,"['board', 'cardgame', 'strategic']"
B09JJ7JZ9Y,"['board', 'cardgame', 'kid-friendly']"
B0DCTWXCY8,"['cardgame', 'humor', 'party']"
B0DG9TDLYL,"['cardgame', 'party', 'strategic']"
B0009AG8OI,"['board', 'cardgame', 'kid-friendly']"
B01N4MXCK4,"['board', 'cardgame', 'kid-friendly']"
B01N4MXCK4,"['board', 'cardgame', 'kid-friendly']"
B00EA1JCBI,"['board', 'cardgame', 'strategic']"
B0CFQFKN5L,"['board', 'cardgame', 'kid-friendly']"
B08CKD63KG,"['board', 'cardgame', 'strategic']"
B003TOKTEG,"['cardgame', 'kid-friendly', 'strategic']"
1952379520,"['board', 'cardgame', 'rpg']"
B074YPSTRP,"['board', 'cardgame', 'strategic']"
B0761Q5YXN,"['board', 'cardgame', 'strategic']"
B07H185K6H,"['cardgame', 'party', 'strategic']"
B096KW4QWX,"['board', 'cardgame', 'strategic']"
B07SRD8JJF,"['board', 'cardgame', 'kid-friendly']"
B000NP4832,"['cardgame', 'kid-friendly', 'strategic']"
B07BMLQBM1,"['board', 'cardgame', 'strategic']"
B094Q97LPR,"['cardgame', 'kid-friendly', 'strategic']"
B01EIKRP0K,"['board', 'cardgame', 'rpg']"
B09QRXD9H1,"['cardgame', 'kid-friendly', 'party']"
B0016PUOTA,"['cardgame', 'party', 'strategic']"
B0DD7B4TFP,"['cardgame', 'humor', 'party']"
B0CQD4ZZTZ,"['cardgame', 'party', 'sci-fi']"
B08HJYKS7D,"['board', 'cardgame', 'strategic']"
B0CTKS4JJM,"['cardgame', 'kid-friendly', 'strategic']"
B0CPMVDNWV,"['board', 'kid-friendly', 'strategic']"
B08SL8KFVJ,"['board', 'cardgame', 'strategic']"
078696555X,"['board', 'cardgame', 'rpg']"
786955708,"['board', 'cardgame', 'strategic']"
B007DW6F34,"['board', 'kid-friendly', 'strategic']"
B00GZ9LMG6,"['cardgame', 'kid-friendly', 'strategic']"
B0DF5BJMG5,"['board', 'kid-friendly', 'strategic']"
B08CK41CS7,"['board', 'cardgame', 'strategic']"
B0CK4XFJ82,"['cardgame', 'humor', 'party']"
B01CPTT716,"['board', 'kid-friendly', 'strategic']"
B01CPUSHSO,"['cardgame', 'humor', 'party']"
B0CFKLD4PV,"['board', 'cardgame', 'strategic']"
B00UPAYY5C,"['cardgame', 'kid-friendly', 'strategic']"
B0DG33P9C3,"['cardgame', 'humor', 'party']"
B09NP8KW81,"['board', 'cardgame', 'kid-friendly']"
B0BXZYYLST,"['cardgame', 'kid-friendly', 'strategic']"
